name,description,nutrition
Chips,"<div class=""jss65"">Nestle, <!-- -->2<!-- --> <!-- -->tbsp (28g) semi sweet</div>","<div class=""jss70"">Calories: 140<!-- --> <span class=""jss67"">•</span>Carbs: 18g<!-- --> <span class=""jss67"">•</span>Fat: 8g<!-- --> <span class=""jss67"">•</span>Protein: 1g</div>"
Munchies,"<div class=""jss65"">Nestle, <!-- -->0.5<!-- --> <!-- -->tube / 6 sweets</div>","<div class=""jss70"">Calories: 133<!-- --> <span class=""jss67"">•</span>Carbs: 18g<!-- --> <span class=""jss67"">•</span>Fat: 6g<!-- --> <span class=""jss67"">•</span>Protein: 2g</div>"
Manjar,"<div class=""jss65"">Nestle, <!-- -->1<!-- --> <!-- -->cucharada colmada (30g)</div>","<div class=""jss70"">Calories: 95<!-- --> <span class=""jss67"">•</span>Carbs: 16g<!-- --> <span class=""jss67"">•</span>Fat: 2g<!-- --> <span class=""jss67"">•</span>Protein: 2g</div>"
Areo,"<div class=""jss65"">Nestle, <!-- -->1<!-- --> <!-- -->bar (42g - 8 pieces)</div>","<div class=""jss70"">Calories: 220<!-- --> <span class=""jss67"">•</span>Carbs: 27g<!-- --> <span class=""jss67"">•</span>Fat: 11g<!-- --> <span class=""jss67"">•</span>Protein: 3g</div>"
Raisinets,"<div class=""jss65"">Nestle, <!-- -->0.25<!-- --> <!-- -->cup</div>","<div class=""jss70"">Calories: 190<!-- --> <span class=""jss67"">•</span>Carbs: 32g<!-- --> <span class=""jss67"">•</span>Fat: 8g<!-- --> <span class=""jss67"">•</span>Protein: 2g</div>"
Clusters,"<div class=""jss65"">Nestle, <!-- -->100<!-- --> <!-- -->g</div>","<div class=""jss70"">Calories: 378<!-- --> <span class=""jss67"">•</span>Carbs: 73g<!-- --> <span class=""jss67"">•</span>Fat: 4g<!-- --> <span class=""jss67"">•</span>Protein: 9g</div>"
Maltesers,"<div class=""jss65"">Nestle, <!-- -->29.2<!-- --> <!-- -->g</div>","<div class=""jss70"">Calories: 147<!-- --> <span class=""jss67"">•</span>Carbs: 18g<!-- --> <span class=""jss67"">•</span>Fat: 7g<!-- --> <span class=""jss67"">•</span>Protein: 2g</div>"
Powerbar,"<div class=""jss65"">Nestle, <!-- -->1<!-- --> <!-- -->bar (60g)</div>","<div class=""jss70"">Calories: 210<!-- --> <span class=""jss67"">•</span>Carbs: 27g<!-- --> <span class=""jss67"">•</span>Fat: 6g<!-- --> <span class=""jss67"">•</span>Protein: 20g</div>"
Babyruth,"<div class=""jss65"">Nestle, <!-- -->1<!-- --> <!-- -->Mini</div>","<div class=""jss70"">Calories: 50<!-- --> <span class=""jss67"">•</span>Carbs: 7g<!-- --> <span class=""jss67"">•</span>Fat: 3g<!-- --> <span class=""jss67"">•</span>Protein: 1g</div>"
Turtles,"<div class=""jss65"">Nestle, <!-- -->17<!-- --> <!-- -->g</div>","<div class=""jss70"">Calories: 90<!-- --> <span class=""jss67"">•</span>Carbs: 10g<!-- --> <span class=""jss67"">•</span>Fat: 5g<!-- --> <span class=""jss67"">•</span>Protein: 1g</div>"
Brigadeiro,"<div class=""jss65"">Nestle, <!-- -->1<!-- --> <!-- -->unit 20 gr</div>","<div class=""jss70"">Calories: 60<!-- --> <span class=""jss67"">•</span>Carbs: 11g<!-- --> <span class=""jss67"">•</span>Fat: 3g<!-- --> <span class=""jss67"">•</span>Protein: 1g</div>"
Variety,"<div class=""jss65"">Nestle, <!-- -->1<!-- --> <!-- -->Box</div>","<div class=""jss70"">Calories: 120<!-- --> <span class=""jss67"">•</span>Carbs: 21g<!-- --> <span class=""jss67"">•</span>Fat: 1g<!-- --> <span class=""jss67"">•</span>Protein: 1g</div>"
Matchmaker,"<div class=""jss65"">Nestle, <!-- -->1<!-- --> <!-- -->stick</div>","<div class=""jss70"">Calories: 20<!-- --> <span class=""jss67"">•</span>Carbs: 3g<!-- --> <span class=""jss67"">•</span>Fat: 1g<!-- --> <span class=""jss67"">•</span>Protein: 0g</div>"
Chocalate,"<div class=""jss65"">Nestle, <!-- -->1<!-- --> <!-- -->bar</div>","<div class=""jss70"">Calories: 220<!-- --> <span class=""jss67"">•</span>Carbs: 30g<!-- --> <span class=""jss67"">•</span>Fat: 11g<!-- --> <span class=""jss67"">•</span>Protein: 2g</div>"
Snocaps,"<div class=""jss65"">Nestle, <!-- -->0.25<!-- --> <!-- -->cup</div>","<div class=""jss70"">Calories: 200<!-- --> <span class=""jss67"">•</span>Carbs: 29g<!-- --> <span class=""jss67"">•</span>Fat: 9g<!-- --> <span class=""jss67"">•</span>Protein: 1g</div>"
Cappuchino,"<div class=""jss65"">Nestle, <!-- -->20<!-- --> <!-- -->g</div>","<div class=""jss70"">Calories: 85<!-- --> <span class=""jss67"">•</span>Carbs: 15g<!-- --> <span class=""jss67"">•</span>Fat: 2g<!-- --> <span class=""jss67"">•</span>Protein: 2g</div>"
Wheetos,"<div class=""jss65"">Nestle, <!-- -->30<!-- --> <!-- -->gm</div>","<div class=""jss70"">Calories: 117<!-- --> <span class=""jss67"">•</span>Carbs: 23g<!-- --> <span class=""jss67"">•</span>Fat: 2g<!-- --> <span class=""jss67"">•</span>Protein: 3g</div>"
Chocolatina,"<div class=""jss65"">Nestle, <!-- -->1<!-- --> <!-- -->bar</div>","<div class=""jss70"">Calories: 130<!-- --> <span class=""jss67"">•</span>Carbs: 16g<!-- --> <span class=""jss67"">•</span>Fat: 7g<!-- --> <span class=""jss67"">•</span>Protein: 1g</div>"
Snowcaps,"<div class=""jss65"">Nestle, <!-- -->0.25<!-- --> <!-- -->cup</div>","<div class=""jss70"">Calories: 180<!-- --> <span class=""jss67"">•</span>Carbs: 30g<!-- --> <span class=""jss67"">•</span>Fat: 8g<!-- --> <span class=""jss67"">•</span>Protein: 1g</div>"
Ciniminis,"<div class=""jss65"">Nestle, <!-- -->100<!-- --> <!-- -->Gram</div>","<div class=""jss70"">Calories: 418<!-- --> <span class=""jss67"">•</span>Carbs: 76g<!-- --> <span class=""jss67"">•</span>Fat: 10g<!-- --> <span class=""jss67"">•</span>Protein: 5g</div>"
Cappacino,"<div class=""jss65"">Nestle, <!-- -->18<!-- --> <!-- -->g serving</div>","<div class=""jss70"">Calories: 100<!-- --> <span class=""jss67"">•</span>Carbs: 18g<!-- --> <span class=""jss67"">•</span>Fat: 2g<!-- --> <span class=""jss67"">•</span>Protein: 2g</div>"
Nestle Crunch Mini Candy Bar,"<div class=""jss65"">Nestle, <!-- -->1<!-- --> <!-- -->mini bar</div>","<div class=""jss70"">Calories: 63<!-- --> <span class=""jss67"">•</span>Carbs: 7g<!-- --> <span class=""jss67"">•</span>Fat: 3g<!-- --> <span class=""jss67"">•</span>Protein: 0g</div>"
fab ,"<div class=""jss65"">nestle, <!-- -->1<!-- --> <!-- -->stick</div>","<div class=""jss70"">Calories: 90<!-- --> <span class=""jss67"">•</span>Carbs: 15g<!-- --> <span class=""jss67"">•</span>Fat: 3g<!-- --> <span class=""jss67"">•</span>Protein: 0g</div>"
Nestle,"<div class=""jss65"">Prestigio, <!-- -->1<!-- --> <!-- -->bar</div>","<div class=""jss70"">Calories: 176<!-- --> <span class=""jss67"">•</span>Carbs: 21g<!-- --> <span class=""jss67"">•</span>Fat: 10g<!-- --> <span class=""jss67"">•</span>Protein: 0g</div>"
Twix,"<div class=""jss65"">Nestle, <!-- -->45<!-- --> <!-- -->g</div>","<div class=""jss70"">Calories: 224<!-- --> <span class=""jss67"">•</span>Carbs: 27g<!-- --> <span class=""jss67"">•</span>Fat: 11g<!-- --> <span class=""jss67"">•</span>Protein: 2g</div>"
Rollos,"<div class=""jss65"">Nestle, <!-- -->1<!-- --> <!-- -->pack</div>","<div class=""jss70"">Calories: 240<!-- --> <span class=""jss67"">•</span>Carbs: 38g<!-- --> <span class=""jss67"">•</span>Fat: 9g<!-- --> <span class=""jss67"">•</span>Protein: 2g</div>"
Fudgesicle,"<div class=""jss65"">Nestle, <!-- -->1<!-- --> <!-- -->bar</div>","<div class=""jss70"">Calories: 90<!-- --> <span class=""jss67"">•</span>Carbs: 17g<!-- --> <span class=""jss67"">•</span>Fat: 2g<!-- --> <span class=""jss67"">•</span>Protein: 2g</div>"
Raisnets,"<div class=""jss65"">Nestle, <!-- -->0.25<!-- --> <!-- -->cup</div>","<div class=""jss70"">Calories: 190<!-- --> <span class=""jss67"">•</span>Carbs: 32g<!-- --> <span class=""jss67"">•</span>Fat: 8g<!-- --> <span class=""jss67"">•</span>Protein: 2g</div>"
Eistee,"<div class=""jss65"">Nestle, <!-- -->100<!-- --> <!-- -->ml</div>","<div class=""jss70"">Calories: 31<!-- --> <span class=""jss67"">•</span>Carbs: 8g<!-- --> <span class=""jss67"">•</span>Fat: 0g<!-- --> <span class=""jss67"">•</span>Protein: 0g</div>"
Nestcafe,"<div class=""jss65"">Nestle, <!-- -->1<!-- --> <!-- -->cup</div>","<div class=""jss70"">Calories: 69<!-- --> <span class=""jss67"">•</span>Carbs: 12g<!-- --> <span class=""jss67"">•</span>Fat: 2g<!-- --> <span class=""jss67"">•</span>Protein: 1g</div>"
Kaktus,"<div class=""jss65"">Nestle, <!-- -->1<!-- --> <!-- -->porcja (45ml)</div>","<div class=""jss70"">Calories: 65<!-- --> <span class=""jss67"">•</span>Carbs: 12g<!-- --> <span class=""jss67"">•</span>Fat: 2g<!-- --> <span class=""jss67"">•</span>Protein: 0g</div>"
Chokito,"<div class=""jss65"">Nestle, <!-- -->42<!-- --> <!-- -->g</div>","<div class=""jss70"">Calories: 197<!-- --> <span class=""jss67"">•</span>Carbs: 29g<!-- --> <span class=""jss67"">•</span>Fat: 8g<!-- --> <span class=""jss67"">•</span>Protein: 2g</div>"
Chunky,"<div class=""jss65"">Nestle, <!-- -->1<!-- --> <!-- -->Bar (1.4oz)</div>","<div class=""jss70"">Calories: 190<!-- --> <span class=""jss67"">•</span>Carbs: 25g<!-- --> <span class=""jss67"">•</span>Fat: 11g<!-- --> <span class=""jss67"">•</span>Protein: 2g</div>"
Breakaway,"<div class=""jss65"">Nestle, <!-- -->1<!-- --> <!-- -->Biscuit</div>","<div class=""jss70"">Calories: 99<!-- --> <span class=""jss67"">•</span>Carbs: 12g<!-- --> <span class=""jss67"">•</span>Fat: 5g<!-- --> <span class=""jss67"">•</span>Protein: 1g</div>"
Chiquitin,"<div class=""jss65"">Nestle, <!-- -->1<!-- --> <!-- -->unidad</div>","<div class=""jss70"">Calories: 49<!-- --> <span class=""jss67"">•</span>Carbs: 5g<!-- --> <span class=""jss67"">•</span>Fat: 2g<!-- --> <span class=""jss67"">•</span>Protein: 3g</div>"
Morochas,"<div class=""jss65"">Nestle, <!-- -->32<!-- --> <!-- -->g</div>","<div class=""jss70"">Calories: 149<!-- --> <span class=""jss67"">•</span>Carbs: 23g<!-- --> <span class=""jss67"">•</span>Fat: 5g<!-- --> <span class=""jss67"">•</span>Protein: 2g</div>"
Milchmädchen,"<div class=""jss65"">Nestle, <!-- -->100<!-- --> <!-- -->gr</div>","<div class=""jss70"">Calories: 331<!-- --> <span class=""jss67"">•</span>Carbs: 55g<!-- --> <span class=""jss67"">•</span>Fat: 9g<!-- --> <span class=""jss67"">•</span>Protein: 8g</div>"
Nestle,"<div class=""jss65"">Lion, <!-- -->42<!-- --> <!-- -->g</div>","<div class=""jss70"">Calories: 202<!-- --> <span class=""jss67"">•</span>Carbs: 28g<!-- --> <span class=""jss67"">•</span>Fat: 9g<!-- --> <span class=""jss67"">•</span>Protein: 2g</div>"
Chokella,"<div class=""jss65"">Nestle, <!-- -->30<!-- --> <!-- -->gr</div>","<div class=""jss70"">Calories: 121<!-- --> <span class=""jss67"">•</span>Carbs: 21g<!-- --> <span class=""jss67"">•</span>Fat: 3g<!-- --> <span class=""jss67"">•</span>Protein: 2g</div>"
Damak,"<div class=""jss65"">Nestle, <!-- -->100<!-- --> <!-- -->gr</div>","<div class=""jss70"">Calories: 555<!-- --> <span class=""jss67"">•</span>Carbs: 49g<!-- --> <span class=""jss67"">•</span>Fat: 35g<!-- --> <span class=""jss67"">•</span>Protein: 9g</div>"
